"Condition","Model","Pathway","Score"
"KD","Claude","GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY",83.9246776195169
"KD","Claude","GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION",181.672039375122
"KD","Claude","GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION",69.5913534252892
"KD","Claude","GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS",145.955971832783
"KD","Claude","GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE",96.8440106355563
"KD","Claude","GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE",94.9151860675153
"KD","Claude","GOBP_PROTEIN_MATURATION",120.503923740786
"KD","Claude","GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION",23.4757822028594
"KD","Claude","GOBP_PROTEIN_PHOSPHORYLATION",134.80919979115
"KD","Claude","GOBP_PROTEIN_POLYMERIZATION",146.190722776426
"KD","Claude","GOBP_PROTEIN_POLYUBIQUITINATION",3.32661422420131
"KD","Claude","GOBP_PROTEIN_PROCESSING",138.544065308956
"KD","Claude","GOBP_PROTEIN_STABILIZATION",-68.0769537886837
"KD","Claude","GOBP_PROTEIN_TARGETING",32.2522433786485
"KD","Claude","GOBP_PROTEOLYSIS",94.9936269118743
"KD","Claude","GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS",-29.5356265176026
"KD","Claude","GOBP_PULMONARY_VALVE_DEVELOPMENT",90.3241625602097
"KD","Claude","GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS",89.7190390257222
"KD","Claude","GOBP_PYROPTOSIS",122.13183980318
"KD","Claude","GOBP_PYRUVATE_METABOLIC_PROCESS",6.64459763847822
"KD","Claude","GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION",-14.8951175402634
"KD","Claude","GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS",193.707120587445
"KD","Claude","GOBP_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",102.270335979072
"KD","Claude","GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS",84.9651043956629
"KD","Claude","GOBP_RECEPTOR_INTERNALIZATION",122.689935838196
"KD","Claude","GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS",115.828931612161
"KD","Claude","GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT",219.803538197114
"KD","Claude","GOBP_REGENERATION",83.8054375082945
"KD","Claude","GOBP_REGULATED_EXOCYTOSIS",75.5242417073003
"KD","Claude","GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS",9.58826427959781
"KD","Claude","GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY",-74.4278541225181
"KD","Claude","GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION",-41.3382503394061
"KD","Claude","GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION",-22.1176523954966
"KD","Claude","GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE",191.57125714598
"KD","Claude","GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",143.753582320287
"KD","Claude","GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION",144.884497179709
"KD","Claude","GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION",129.22534825732
"KD","Claude","GOBP_REGULATION_OF_AMIDE_METABOLIC_PROCESS",109.270760537961
"KD","Claude","GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS",131.257045570326
"KD","Claude","GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE",82.8436699040402
"KD","Claude","GOBP_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS",97.9804514719757
"KD","Claude","GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION",71.173298491198
"KD","Claude","GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY",98.3758110176307
"KD","Claude","GOBP_REGULATION_OF_ATP_DEPENDENT_ACTIVITY",162.398766956105
"KD","Claude","GOBP_REGULATION_OF_AUTOPHAGY",115.682012810939
"KD","Claude","GOBP_REGULATION_OF_BINDING",107.277407013674
"KD","Claude","GOBP_REGULATION_OF_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION",78.3169795730126
"KD","Claude","GOBP_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT",109.341401978564
"KD","Claude","GOBP_REGULATION_OF_BLOOD_CIRCULATION",103.835307083825
"KD","Claude","GOBP_REGULATION_OF_BLOOD_PRESSURE",97.943470144498
"KD","Claude","GOBP_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",137.040593833637
"KD","Claude","GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY",-43.2007128691453
"KD","Claude","GOBP_REGULATION_OF_BODY_FLUID_LEVELS",183.882775821475
"KD","Claude","GOBP_REGULATION_OF_BONE_MINERALIZATION",93.0066151700717
"KD","Claude","GOBP_REGULATION_OF_BONE_REMODELING",58.4312941324625
"KD","Claude","GOBP_REGULATION_OF_B_CELL_ACTIVATION",128.631799178123
"KD","Claude","GOBP_REGULATION_OF_B_CELL_DIFFERENTIATION",152.43429102117
"KD","Claude","GOBP_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY",153.3254597967
"KD","Claude","GOBP_REGULATION_OF_B_CELL_PROLIFERATION",130.583960246643
"KD","Claude","GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT",122.666475189398
"KD","Claude","GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT",139.177346841341
"KD","Claude","GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING",148.573692090356
"KD","Claude","GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY",8.35997112355801
"KD","Claude","GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS",103.301955874058
"KD","Claude","GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION",15.6085209283316
"KD","Claude","GOBP_REGULATION_OF_CATABOLIC_PROCESS",70.5753235339233
"KD","Claude","GOBP_REGULATION_OF_CATALYTIC_ACTIVITY",124.880373631334
"KD","Claude","GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION",137.648537769352
"KD","Claude","GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION",144.761948415061
"KD","Claude","GOBP_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS",103.901175452667
"KD","Claude","GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS",99.9435700109638
"KD","Claude","GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE",48.9931702056422
"KD","Claude","GOBP_REGULATION_OF_CELLULAR_EXTRAVASATION",198.245040384854
"KD","Claude","GOBP_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS",20.5870105291363
"KD","Claude","GOBP_REGULATION_OF_CELLULAR_LOCALIZATION",127.055343755307
"KD","Claude","GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS",55.2998204685837
"KD","Claude","GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS",78.3422084590619
"KD","Claude","GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS",-25.2429258056147
"KD","Claude","GOBP_REGULATION_OF_CELL_ACTIVATION",134.715719840877
"KD","Claude","GOBP_REGULATION_OF_CELL_ADHESION",138.861157218635
"KD","Claude","GOBP_REGULATION_OF_CELL_CELL_ADHESION",152.338115059446
"KD","Claude","GOBP_REGULATION_OF_CELL_CYCLE",64.3687035704798
"KD","Claude","GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",49.8156748064205
"KD","Claude","GOBP_REGULATION_OF_CELL_CYCLE_PROCESS",65.2323817946585
"KD","Claude","GOBP_REGULATION_OF_CELL_DEVELOPMENT",139.735912929423
"KD","Claude","GOBP_REGULATION_OF_CELL_DIFFERENTIATION",110.5496360706
"KD","Claude","GOBP_REGULATION_OF_CELL_DIVISION",110.712092882119
"KD","Claude","GOBP_REGULATION_OF_CELL_GROWTH",61.9806380610232
"KD","Claude","GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY",156.76778743402
"KD","Claude","GOBP_REGULATION_OF_CELL_KILLING",103.07005758581
"KD","Claude","GOBP_REGULATION_OF_CELL_MATRIX_ADHESION",123.095888851101
"KD","Claude","GOBP_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS",69.6023445626537
"KD","Claude","GOBP_REGULATION_OF_CELL_MORPHOGENESIS",138.490732057458
"KD","Claude","GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY",-10.7781950267409
"KD","Claude","GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",16.9846339739071
"KD","Claude","GOBP_REGULATION_OF_CELL_SHAPE",157.221679315225
"KD","Claude","GOBP_REGULATION_OF_CELL_SIZE",52.7768936333942
"KD","Claude","GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION",119.237606077637
"KD","Claude","GOBP_REGULATION_OF_CHEMOTAXIS",159.291275305624
"KD","Claude","GOBP_REGULATION_OF_COAGULATION",191.947130891004
"KD","Claude","GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS",61.8182093268928
"KD","Claude","GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION",157.152635598639
"KD","Claude","GOBP_REGULATION_OF_CYCLASE_ACTIVITY",103.033711281523
"KD","Claude","GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY",134.716459648295
"KD","Claude","GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS",149.315782746471
"KD","Claude","GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION",48.9749100389408
"KD","Claude","GOBP_REGULATION_OF_DEFENSE_RESPONSE",157.549468757454
"KD","Claude","GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS",134.206971484441
"KD","Claude","GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST",185.211392806759
"KD","Claude","GOBP_REGULATION_OF_DEPHOSPHORYLATION",147.976013712647
"KD","Claude","GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH",45.8841018851184
"KD","Claude","GOBP_REGULATION_OF_DNA_BINDING",155.121519286485
"KD","Claude","GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY",128.177730848094
"KD","Claude","GOBP_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS",32.0460851811198
"KD","Claude","GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS",77.9908876168231
"KD","Claude","GOBP_REGULATION_OF_DNA_RECOMBINATION",121.319341855752
"KD","Claude","GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS",94.242667959893
"KD","Claude","GOBP_REGULATION_OF_ENDOCYTOSIS",149.330922661499
"KD","Claude","GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION",202.412411716764
"KD","Claude","GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",119.043043890977
"KD","Claude","GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS",209.02840253269
"KD","Claude","GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION",210.411783357919
"KD","Claude","GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION",130.876813673058
"KD","Claude","GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION",110.560552161885
"KD","Claude","GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",18.2775018504318
"KD","Claude","GOBP_REGULATION_OF_ERBB_SIGNALING_PATHWAY",22.4061113025643
"KD","Claude","GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION",143.951216647498
"KD","Claude","GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION",168.343995590898
"KD","Claude","GOBP_REGULATION_OF_EXOCYTOSIS",130.61438637525
"KD","Claude","GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION",88.6486525192132
"KD","Claude","GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",102.967730100451
"KD","Claude","GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND",79.3025227556922
"KD","Claude","GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS",138.086826295863
"KD","Claude","GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION",49.9105632970275
"KD","Claude","GOBP_REGULATION_OF_FIBRINOLYSIS",224.898138924079
"KD","Claude","GOBP_REGULATION_OF_FIBROBLAST_PROLIFERATION",-12.3727831304583
"KD","Claude","GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY",158.973984925827
"KD","Claude","GOBP_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION",197.220019734183
"KD","Claude","GOBP_REGULATION_OF_GLIOGENESIS",225.827161639856
"KD","Claude","GOBP_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT",127.773282601234
"KD","Claude","GOBP_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS",137.781100273579
"KD","Claude","GOBP_REGULATION_OF_GROWTH",58.6711207668035
"KD","Claude","GOBP_REGULATION_OF_GTPASE_ACTIVITY",73.5480215753352
"KD","Claude","GOBP_REGULATION_OF_HEART_CONTRACTION",104.158580449962
"KD","Claude","GOBP_REGULATION_OF_HEART_GROWTH",37.1630874577713
"KD","Claude","GOBP_REGULATION_OF_HEART_RATE",115.378941469781
"KD","Claude","GOBP_REGULATION_OF_HEMOPOIESIS",142.475369617807
"KD","Claude","GOBP_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION",228.560476393453
"KD","Claude","GOBP_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION",218.980437076807
"KD","Claude","GOBP_REGULATION_OF_HORMONE_LEVELS",143.392877382866
"KD","Claude","GOBP_REGULATION_OF_HORMONE_SECRETION",159.525681164749
"KD","Claude","GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE",164.125809111873
"KD","Claude","GOBP_REGULATION_OF_HYDROLASE_ACTIVITY",108.482973239262
"KD","Claude","GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS",131.210792641407
"KD","Claude","GOBP_REGULATION_OF_IMMUNE_RESPONSE",135.740277707559
"KD","Claude","GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS",150.989371365076
"KD","Claude","GOBP_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION",155.830203638503
"KD","Claude","GOBP_REGULATION_OF_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY",135.34905092607
"KD","Claude","GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE",187.94735631637
"KD","Claude","GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS",141.073118729136
"KD","Claude","GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE",124.891478261538
"KD","Claude","GOBP_REGULATION_OF_INSULIN_SECRETION",199.309451286587
"KD","Claude","GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT",163.00423771558
"KD","Claude","GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION",105.555142402888
"KD","Claude","GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT",132.352048381581
"KD","Claude","GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",56.5803371612384
"KD","Claude","GOBP_REGULATION_OF_ISOTYPE_SWITCHING",157.355417292412
"KD","Claude","GOBP_REGULATION_OF_JNK_CASCADE",162.236934435724
"KD","Claude","GOBP_REGULATION_OF_KINASE_ACTIVITY",145.668133917767
"KD","Claude","GOBP_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL",225.999896016151
"KD","Claude","GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS",87.1371467056387
"KD","Claude","GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS",177.847082853884
"KD","Claude","GOBP_REGULATION_OF_LEUKOCYTE_DEGRANULATION",91.7029347191092
"KD","Claude","GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION",141.875132985054
"KD","Claude","GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY",71.4457061729547
"KD","Claude","GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY",150.283883560266
"KD","Claude","GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION",174.663324088414
"KD","Claude","GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION",152.011824586639
"KD","Claude","GOBP_REGULATION_OF_LIPASE_ACTIVITY",145.17746231944
"KD","Claude","GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS",163.181886418163
"KD","Claude","GOBP_REGULATION_OF_LIPID_KINASE_ACTIVITY",135.243651538252
"KD","Claude","GOBP_REGULATION_OF_LIPID_LOCALIZATION",137.25272733718
"KD","Claude","GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS",137.054275644382
"KD","Claude","GOBP_REGULATION_OF_LIPID_STORAGE",179.664371694146
"KD","Claude","GOBP_REGULATION_OF_LIPID_TRANSPORT",104.380101238353
"KD","Claude","GOBP_REGULATION_OF_LOCOMOTION",124.487585076798
"KD","Claude","GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION",132.360112690481
"KD","Claude","GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS",76.7049381488513
"KD","Claude","GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS",198.345203804197
"KD","Claude","GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION",138.590579598092
"KD","Claude","GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY",140.276807474569
"KD","Claude","GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION",158.033846504215
"KD","Claude","GOBP_REGULATION_OF_MACROAUTOPHAGY",88.2235683477294
"KD","Claude","GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION",145.53275246572
"KD","Claude","GOBP_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION",146.466751293493
"KD","Claude","GOBP_REGULATION_OF_MACROPHAGE_MIGRATION",131.84351834965
"KD","Claude","GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY",171.966283645398
"KD","Claude","GOBP_REGULATION_OF_MEMBRANE_POTENTIAL",57.3149626591101
"KD","Claude","GOBP_REGULATION_OF_METAL_ION_TRANSPORT",118.309910529138
"KD","Claude","GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS",131.759705858756
"KD","Claude","GOBP_REGULATION_OF_MIRNA_TRANSCRIPTION",117.337426883463
"KD","Claude","GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION",85.2077349510619
"KD","Claude","GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE",92.0301178441324
"KD","Claude","GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION",147.571560816521
"KD","Claude","GOBP_REGULATION_OF_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT",118.455941389873
"KD","Claude","GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT",129.340120160201
"KD","Claude","GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT",124.791854149802
"KD","Claude","GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION",141.435550052051
"KD","Claude","GOBP_REGULATION_OF_MONOOXYGENASE_ACTIVITY",214.998958634425
"KD","Claude","GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM",89.9483120828819
"KD","Claude","GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS",38.7325410062606
"KD","Claude","GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT",140.980284098859
"KD","Claude","GOBP_REGULATION_OF_MUSCLE_ADAPTATION",103.233192806184
"KD","Claude","GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION",-36.2845761712475
"KD","Claude","GOBP_REGULATION_OF_MUSCLE_CONTRACTION",81.0563599515003
"KD","Claude","GOBP_REGULATION_OF_MUSCLE_HYPERTROPHY",80.64655127302
"KD","Claude","GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS",88.9383878646616
"KD","Claude","GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION",156.07943413819
"KD","Claude","GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION",162.776551129467
"KD","Claude","GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY",122.477377504224
"KD","Claude","GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION",194.209384445659
"KD","Claude","GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",63.8290717527128
"KD","Claude","GOBP_REGULATION_OF_NCRNA_TRANSCRIPTION",117.337426883463
"KD","Claude","GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT",124.977542694369
"KD","Claude","GOBP_REGULATION_OF_NEUROGENESIS",128.917704546709
"KD","Claude","GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE",204.047684486217
"KD","Claude","GOBP_REGULATION_OF_NEURON_APOPTOTIC_PROCESS",102.367130246843
"KD","Claude","GOBP_REGULATION_OF_NEURON_DIFFERENTIATION",-110.675907538751
"KD","Claude","GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT",44.3768841820506
"KD","Claude","GOBP_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS",136.746827558528
"KD","Claude","GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION",169.921548139714
"KD","Claude","GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS",179.957197965193
"KD","Claude","GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION",162.994604200387
"KD","Claude","GOBP_REGULATION_OF_NOTCH_SIGNALING_PATHWAY",133.397088261493
"KD","Claude","GOBP_REGULATION_OF_NUCLEAR_DIVISION",136.859840830116
"KD","Claude","GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT",178.188997664473
"KD","Claude","GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY",57.1852243918879
"KD","Claude","GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION",61.9370137106291
"KD","Claude","GOBP_REGULATION_OF_ORGAN_GROWTH",12.8135278686471
"KD","Claude","GOBP_REGULATION_OF_OSSIFICATION",40.2234205343443
"KD","Claude","GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION",61.027125837613
"KD","Claude","GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION",190.796516199411
"KD","Claude","GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY",163.902895192583
"KD","Claude","GOBP_REGULATION_OF_P38MAPK_CASCADE",78.3382953022453
"KD","Claude","GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY",115.20273410842
"KD","Claude","GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY",106.796098021134
"KD","Claude","GOBP_REGULATION_OF_PEPTIDE_TRANSPORT",211.736509892092
"KD","Claude","GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION",137.714555848455
"KD","Claude","GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION",142.87215774593
"KD","Claude","GOBP_REGULATION_OF_PHAGOCYTOSIS",147.651526174499
"KD","Claude","GOBP_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY",145.17746231944
"KD","Claude","GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS",130.627664192305
"KD","Claude","GOBP_REGULATION_OF_PHOSPHORYLATION",133.619920167026
"KD","Claude","GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS",7.20151852692715
"KD","Claude","GOBP_REGULATION_OF_PLASMINOGEN_ACTIVATION",147.585313739093
"KD","Claude","GOBP_REGULATION_OF_PLATELET_ACTIVATION",212.837927277792
"KD","Claude","GOBP_REGULATION_OF_POSITIVE_CHEMOTAXIS",220.060866499596
"KD","Claude","GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",60.1233197552679
"KD","Claude","GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE",164.056572410564
"KD","Claude","GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH",109.085327395379
"KD","Claude","GOBP_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH",-75.6775277769931
"KD","Claude","GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS",-168.498504478784
"KD","Claude","GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",-152.539062465726
"KD","Claude","GOBP_REGULATION_OF_PROTEIN_BINDING",73.1985192823458
"KD","Claude","GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS",67.0476104111988
"KD","Claude","GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY",124.183275926823
"KD","Claude","GOBP_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS",158.205966791376
"KD","Claude","GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY",78.7446789964397
"KD","Claude","GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE",96.2410971313739
"KD","Claude","GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS",172.295169788288
"KD","Claude","GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE",93.9499189226806
"KD","Claude","GOBP_REGULATION_OF_PROTEIN_MATURATION",134.998495887925
"KD","Claude","GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",125.421708013705
"KD","Claude","GOBP_REGULATION_OF_PROTEIN_SECRETION",185.344318122866
"KD","Claude","GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY",163.122711973052
"KD","Claude","GOBP_REGULATION_OF_PROTEIN_STABILITY",-29.2953574601856
"KD","Claude","GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION",70.1582444257161
"KD","Claude","GOBP_REGULATION_OF_PROTEOLYSIS",97.9804697913061
"KD","Claude","GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS",-163.252289940132
"KD","Claude","GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION",-41.3044011670577
