"","Seed","FilledRows","Deviation","Model","Condition","PromptLength","CondPrompt"
"279","seed_79_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"280","seed_80_all",161,-39,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"281","seed_81_all",199,-1,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"282","seed_82_all",192,-8,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"283","seed_83_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"284","seed_84_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"285","seed_85_all",220,20,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"286","seed_86_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"287","seed_87_all",241,41,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"288","seed_88_all",231,31,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"289","seed_89_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"290","seed_90_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"291","seed_91_all",197,-3,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"292","seed_92_all",195,-5,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"293","seed_93_all",235,35,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"294","seed_94_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"295","seed_95_all",224,24,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"296","seed_96_all",203,3,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"297","seed_97_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"298","seed_98_all",209,9,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"299","seed_99_all",178,-22,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"300","seed_100_all",200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"301","seed_1_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"302","seed_2_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"303","seed_3_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"304","seed_4_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"305","seed_5_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"306","seed_6_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"307","seed_7_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"308","seed_8_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"309","seed_9_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"310","seed_10_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"311","seed_11_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"312","seed_12_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"313","seed_13_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"314","seed_14_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"315","seed_15_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"316","seed_16_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"317","seed_17_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"318","seed_18_all",201,1,"ChatGPT o3","TB","Long","TB · Long"
"319","seed_19_all",209,9,"ChatGPT o3","TB","Long","TB · Long"
"320","seed_20_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"321","seed_21_all",199,-1,"ChatGPT o3","TB","Long","TB · Long"
"322","seed_22_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"323","seed_23_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"324","seed_24_all",235,35,"ChatGPT o3","TB","Long","TB · Long"
"325","seed_25_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"326","seed_26_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"327","seed_27_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"328","seed_28_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"329","seed_29_all",240,40,"ChatGPT o3","TB","Long","TB · Long"
"330","seed_30_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"331","seed_31_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"332","seed_32_all",204,4,"ChatGPT o3","TB","Long","TB · Long"
"333","seed_33_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"334","seed_34_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"335","seed_35_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"336","seed_36_all",205,5,"ChatGPT o3","TB","Long","TB · Long"
"337","seed_37_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"338","seed_38_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"339","seed_39_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"340","seed_40_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"341","seed_41_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"342","seed_42_all",199,-1,"ChatGPT o3","TB","Long","TB · Long"
"343","seed_43_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"344","seed_44_all",198,-2,"ChatGPT o3","TB","Long","TB · Long"
"345","seed_45_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"346","seed_46_all",211,11,"ChatGPT o3","TB","Long","TB · Long"
"347","seed_47_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"348","seed_48_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"349","seed_49_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"350","seed_50_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"351","seed_51_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"352","seed_52_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"353","seed_53_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"354","seed_54_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"355","seed_55_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"356","seed_56_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"357","seed_57_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"358","seed_58_all",205,5,"ChatGPT o3","TB","Long","TB · Long"
"359","seed_59_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"360","seed_60_all",233,33,"ChatGPT o3","TB","Long","TB · Long"
"361","seed_61_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"362","seed_62_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"363","seed_63_all",225,25,"ChatGPT o3","TB","Long","TB · Long"
"364","seed_64_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"365","seed_65_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"366","seed_66_all",198,-2,"ChatGPT o3","TB","Long","TB · Long"
"367","seed_67_all",215,15,"ChatGPT o3","TB","Long","TB · Long"
"368","seed_68_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"369","seed_69_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"370","seed_70_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"371","seed_71_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"372","seed_72_all",219,19,"ChatGPT o3","TB","Long","TB · Long"
"373","seed_73_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"374","seed_74_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"375","seed_75_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"376","seed_76_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"377","seed_77_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"378","seed_78_all",201,1,"ChatGPT o3","TB","Long","TB · Long"
"379","seed_79_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"380","seed_80_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"381","seed_81_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"382","seed_82_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"383","seed_83_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"384","seed_84_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"385","seed_85_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"386","seed_86_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"387","seed_87_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"388","seed_88_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"389","seed_89_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"390","seed_90_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"391","seed_91_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"392","seed_92_all",201,1,"ChatGPT o3","TB","Long","TB · Long"
"393","seed_93_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"394","seed_94_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"395","seed_95_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"396","seed_96_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"397","seed_97_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"398","seed_98_all",200,0,"ChatGPT o3","TB","Long","TB · Long"
"399","seed_99_all",203,3,"ChatGPT o3","TB","Long","TB · Long"
"400","seed_100_all",205,5,"ChatGPT o3","TB","Long","TB · Long"
"401","seed_1_all",210,10,"Claude Opus4","TB","Long","TB · Long"
"402","seed_2_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"403","seed_3_all",204,4,"Claude Opus4","TB","Long","TB · Long"
"404","seed_4_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"405","seed_5_all",210,10,"Claude Opus4","TB","Long","TB · Long"
"406","seed_6_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"407","seed_7_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"408","seed_8_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"409","seed_9_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"410","seed_10_all",207,7,"Claude Opus4","TB","Long","TB · Long"
"411","seed_11_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"412","seed_12_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"413","seed_13_all",196,-4,"Claude Opus4","TB","Long","TB · Long"
"414","seed_14_all",210,10,"Claude Opus4","TB","Long","TB · Long"
"415","seed_15_all",202,2,"Claude Opus4","TB","Long","TB · Long"
"416","seed_16_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"417","seed_17_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"418","seed_18_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"419","seed_19_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"420","seed_20_all",199,-1,"Claude Opus4","TB","Long","TB · Long"
"421","seed_21_all",185,-15,"Claude Opus4","TB","Long","TB · Long"
"422","seed_22_all",227,27,"Claude Opus4","TB","Long","TB · Long"
"423","seed_23_all",199,-1,"Claude Opus4","TB","Long","TB · Long"
"424","seed_24_all",204,4,"Claude Opus4","TB","Long","TB · Long"
"425","seed_25_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"426","seed_26_all",206,6,"Claude Opus4","TB","Long","TB · Long"
"427","seed_27_all",211,11,"Claude Opus4","TB","Long","TB · Long"
"428","seed_28_all",203,3,"Claude Opus4","TB","Long","TB · Long"
"429","seed_29_all",201,1,"Claude Opus4","TB","Long","TB · Long"
"430","seed_30_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"431","seed_31_all",218,18,"Claude Opus4","TB","Long","TB · Long"
"432","seed_32_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"433","seed_33_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"434","seed_34_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"435","seed_35_all",197,-3,"Claude Opus4","TB","Long","TB · Long"
"436","seed_36_all",198,-2,"Claude Opus4","TB","Long","TB · Long"
"437","seed_37_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"438","seed_38_all",203,3,"Claude Opus4","TB","Long","TB · Long"
"439","seed_39_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"440","seed_40_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"441","seed_41_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"442","seed_42_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"443","seed_43_all",191,-9,"Claude Opus4","TB","Long","TB · Long"
"444","seed_44_all",199,-1,"Claude Opus4","TB","Long","TB · Long"
"445","seed_45_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"446","seed_46_all",210,10,"Claude Opus4","TB","Long","TB · Long"
"447","seed_47_all",202,2,"Claude Opus4","TB","Long","TB · Long"
"448","seed_48_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"449","seed_49_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"450","seed_50_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"451","seed_51_all",206,6,"Claude Opus4","TB","Long","TB · Long"
"452","seed_52_all",225,25,"Claude Opus4","TB","Long","TB · Long"
"453","seed_53_all",220,20,"Claude Opus4","TB","Long","TB · Long"
"454","seed_54_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"455","seed_55_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"456","seed_56_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"457","seed_57_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"458","seed_58_all",207,7,"Claude Opus4","TB","Long","TB · Long"
"459","seed_59_all",207,7,"Claude Opus4","TB","Long","TB · Long"
"460","seed_60_all",205,5,"Claude Opus4","TB","Long","TB · Long"
"461","seed_61_all",204,4,"Claude Opus4","TB","Long","TB · Long"
"462","seed_62_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"463","seed_63_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"464","seed_64_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"465","seed_65_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"466","seed_66_all",199,-1,"Claude Opus4","TB","Long","TB · Long"
"467","seed_67_all",206,6,"Claude Opus4","TB","Long","TB · Long"
"468","seed_68_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"469","seed_69_all",202,2,"Claude Opus4","TB","Long","TB · Long"
"470","seed_70_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"471","seed_71_all",208,8,"Claude Opus4","TB","Long","TB · Long"
"472","seed_72_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"473","seed_73_all",197,-3,"Claude Opus4","TB","Long","TB · Long"
"474","seed_74_all",202,2,"Claude Opus4","TB","Long","TB · Long"
"475","seed_75_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"476","seed_76_all",210,10,"Claude Opus4","TB","Long","TB · Long"
"477","seed_77_all",215,15,"Claude Opus4","TB","Long","TB · Long"
"478","seed_78_all",238,38,"Claude Opus4","TB","Long","TB · Long"
"479","seed_79_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"480","seed_80_all",198,-2,"Claude Opus4","TB","Long","TB · Long"
"481","seed_81_all",201,1,"Claude Opus4","TB","Long","TB · Long"
"482","seed_82_all",195,-5,"Claude Opus4","TB","Long","TB · Long"
"483","seed_83_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"484","seed_84_all",206,6,"Claude Opus4","TB","Long","TB · Long"
"485","seed_85_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"486","seed_86_all",243,43,"Claude Opus4","TB","Long","TB · Long"
"487","seed_87_all",214,14,"Claude Opus4","TB","Long","TB · Long"
"488","seed_88_all",203,3,"Claude Opus4","TB","Long","TB · Long"
"489","seed_89_all",193,-7,"Claude Opus4","TB","Long","TB · Long"
"490","seed_90_all",203,3,"Claude Opus4","TB","Long","TB · Long"
"491","seed_91_all",220,20,"Claude Opus4","TB","Long","TB · Long"
"492","seed_92_all",225,25,"Claude Opus4","TB","Long","TB · Long"
"493","seed_93_all",202,2,"Claude Opus4","TB","Long","TB · Long"
"494","seed_94_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"495","seed_95_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"496","seed_96_all",198,-2,"Claude Opus4","TB","Long","TB · Long"
"497","seed_97_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"498","seed_98_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"499","seed_99_all",200,0,"Claude Opus4","TB","Long","TB · Long"
"500","seed_100_all",205,5,"Claude Opus4","TB","Long","TB · Long"
"501","seed_1_all",205,5,"Gemini 2.5 Pro","TB","Long","TB · Long"
"502","seed_2_all",436,236,"Gemini 2.5 Pro","TB","Long","TB · Long"
"503","seed_3_all",191,-9,"Gemini 2.5 Pro","TB","Long","TB · Long"
"504","seed_4_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"505","seed_5_all",205,5,"Gemini 2.5 Pro","TB","Long","TB · Long"
"506","seed_6_all",206,6,"Gemini 2.5 Pro","TB","Long","TB · Long"
"507","seed_7_all",199,-1,"Gemini 2.5 Pro","TB","Long","TB · Long"
"508","seed_8_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"509","seed_9_all",222,22,"Gemini 2.5 Pro","TB","Long","TB · Long"
"510","seed_10_all",208,8,"Gemini 2.5 Pro","TB","Long","TB · Long"
"511","seed_11_all",194,-6,"Gemini 2.5 Pro","TB","Long","TB · Long"
"512","seed_12_all",189,-11,"Gemini 2.5 Pro","TB","Long","TB · Long"
"513","seed_13_all",232,32,"Gemini 2.5 Pro","TB","Long","TB · Long"
"514","seed_14_all",213,13,"Gemini 2.5 Pro","TB","Long","TB · Long"
"515","seed_15_all",216,16,"Gemini 2.5 Pro","TB","Long","TB · Long"
"516","seed_16_all",192,-8,"Gemini 2.5 Pro","TB","Long","TB · Long"
"517","seed_17_all",216,16,"Gemini 2.5 Pro","TB","Long","TB · Long"
"518","seed_18_all",214,14,"Gemini 2.5 Pro","TB","Long","TB · Long"
"519","seed_19_all",255,55,"Gemini 2.5 Pro","TB","Long","TB · Long"
"520","seed_20_all",218,18,"Gemini 2.5 Pro","TB","Long","TB · Long"
"521","seed_21_all",215,15,"Gemini 2.5 Pro","TB","Long","TB · Long"
"522","seed_22_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"523","seed_23_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"524","seed_24_all",124,-76,"Gemini 2.5 Pro","TB","Long","TB · Long"
"525","seed_25_all",223,23,"Gemini 2.5 Pro","TB","Long","TB · Long"
"526","seed_26_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"527","seed_27_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"528","seed_28_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"529","seed_29_all",108,-92,"Gemini 2.5 Pro","TB","Long","TB · Long"
"530","seed_30_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"531","seed_31_all",217,17,"Gemini 2.5 Pro","TB","Long","TB · Long"
"532","seed_32_all",198,-2,"Gemini 2.5 Pro","TB","Long","TB · Long"
"533","seed_33_all",207,7,"Gemini 2.5 Pro","TB","Long","TB · Long"
"534","seed_34_all",205,5,"Gemini 2.5 Pro","TB","Long","TB · Long"
"535","seed_35_all",244,44,"Gemini 2.5 Pro","TB","Long","TB · Long"
"536","seed_36_all",204,4,"Gemini 2.5 Pro","TB","Long","TB · Long"
"537","seed_37_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"538","seed_38_all",208,8,"Gemini 2.5 Pro","TB","Long","TB · Long"
"539","seed_39_all",197,-3,"Gemini 2.5 Pro","TB","Long","TB · Long"
"540","seed_40_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"541","seed_41_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"542","seed_42_all",197,-3,"Gemini 2.5 Pro","TB","Long","TB · Long"
"543","seed_43_all",230,30,"Gemini 2.5 Pro","TB","Long","TB · Long"
"544","seed_44_all",228,28,"Gemini 2.5 Pro","TB","Long","TB · Long"
"545","seed_45_all",197,-3,"Gemini 2.5 Pro","TB","Long","TB · Long"
"546","seed_46_all",209,9,"Gemini 2.5 Pro","TB","Long","TB · Long"
"547","seed_47_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"548","seed_48_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"549","seed_49_all",227,27,"Gemini 2.5 Pro","TB","Long","TB · Long"
"550","seed_50_all",222,22,"Gemini 2.5 Pro","TB","Long","TB · Long"
"551","seed_51_all",229,29,"Gemini 2.5 Pro","TB","Long","TB · Long"
"552","seed_52_all",209,9,"Gemini 2.5 Pro","TB","Long","TB · Long"
"553","seed_53_all",214,14,"Gemini 2.5 Pro","TB","Long","TB · Long"
"554","seed_54_all",224,24,"Gemini 2.5 Pro","TB","Long","TB · Long"
"555","seed_55_all",197,-3,"Gemini 2.5 Pro","TB","Long","TB · Long"
"556","seed_56_all",244,44,"Gemini 2.5 Pro","TB","Long","TB · Long"
"557","seed_57_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"558","seed_58_all",231,31,"Gemini 2.5 Pro","TB","Long","TB · Long"
"559","seed_59_all",213,13,"Gemini 2.5 Pro","TB","Long","TB · Long"
"560","seed_60_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"561","seed_61_all",231,31,"Gemini 2.5 Pro","TB","Long","TB · Long"
"562","seed_62_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"563","seed_63_all",226,26,"Gemini 2.5 Pro","TB","Long","TB · Long"
"564","seed_64_all",199,-1,"Gemini 2.5 Pro","TB","Long","TB · Long"
"565","seed_65_all",196,-4,"Gemini 2.5 Pro","TB","Long","TB · Long"
"566","seed_66_all",207,7,"Gemini 2.5 Pro","TB","Long","TB · Long"
"567","seed_67_all",204,4,"Gemini 2.5 Pro","TB","Long","TB · Long"
"568","seed_68_all",243,43,"Gemini 2.5 Pro","TB","Long","TB · Long"
"569","seed_69_all",219,19,"Gemini 2.5 Pro","TB","Long","TB · Long"
"570","seed_70_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"571","seed_71_all",207,7,"Gemini 2.5 Pro","TB","Long","TB · Long"
"572","seed_72_all",194,-6,"Gemini 2.5 Pro","TB","Long","TB · Long"
"573","seed_73_all",205,5,"Gemini 2.5 Pro","TB","Long","TB · Long"
"574","seed_74_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"575","seed_75_all",194,-6,"Gemini 2.5 Pro","TB","Long","TB · Long"
"576","seed_76_all",210,10,"Gemini 2.5 Pro","TB","Long","TB · Long"
"577","seed_77_all",207,7,"Gemini 2.5 Pro","TB","Long","TB · Long"
"578","seed_78_all",199,-1,"Gemini 2.5 Pro","TB","Long","TB · Long"
"579","seed_79_all",186,-14,"Gemini 2.5 Pro","TB","Long","TB · Long"
"580","seed_80_all",210,10,"Gemini 2.5 Pro","TB","Long","TB · Long"
"581","seed_81_all",217,17,"Gemini 2.5 Pro","TB","Long","TB · Long"
"582","seed_82_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"583","seed_83_all",211,11,"Gemini 2.5 Pro","TB","Long","TB · Long"
"584","seed_84_all",313,113,"Gemini 2.5 Pro","TB","Long","TB · Long"
"585","seed_85_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"586","seed_86_all",240,40,"Gemini 2.5 Pro","TB","Long","TB · Long"
"587","seed_87_all",199,-1,"Gemini 2.5 Pro","TB","Long","TB · Long"
"588","seed_88_all",211,11,"Gemini 2.5 Pro","TB","Long","TB · Long"
"589","seed_89_all",194,-6,"Gemini 2.5 Pro","TB","Long","TB · Long"
"590","seed_90_all",222,22,"Gemini 2.5 Pro","TB","Long","TB · Long"
"591","seed_91_all",221,21,"Gemini 2.5 Pro","TB","Long","TB · Long"
"592","seed_92_all",234,34,"Gemini 2.5 Pro","TB","Long","TB · Long"
"593","seed_93_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"594","seed_94_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"595","seed_95_all",222,22,"Gemini 2.5 Pro","TB","Long","TB · Long"
"596","seed_96_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"597","seed_97_all",200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"598","seed_98_all",214,14,"Gemini 2.5 Pro","TB","Long","TB · Long"
"599","seed_99_all",220,20,"Gemini 2.5 Pro","TB","Long","TB · Long"
"600","seed_100_all",153,-47,"Gemini 2.5 Pro","TB","Long","TB · Long"
"601","seed_1_all",212,12,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"602","seed_2_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"603","seed_3_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"604","seed_4_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"605","seed_5_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"606","seed_6_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"607","seed_7_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"608","seed_8_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"609","seed_9_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"610","seed_10_all",175,-25,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"611","seed_11_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"612","seed_12_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"613","seed_13_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"614","seed_14_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"615","seed_15_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"616","seed_16_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"617","seed_17_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"618","seed_18_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"619","seed_19_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"620","seed_20_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"621","seed_21_all",201,1,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"622","seed_22_all",208,8,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"623","seed_23_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"624","seed_24_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"625","seed_25_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"626","seed_26_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"627","seed_27_all",201,1,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"628","seed_28_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"629","seed_29_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"630","seed_30_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
