"","condition","model_1","model_2","paired","t","df","p","p_adj_BH","p_adj_bonf"
"191","TB","claude_informed_accuracy","EXTRATREES_accuracy",FALSE,-34.4423887530338,89.7743463415708,1.57566012837857e-53,4.11320055551438e-52,5.67237646216284e-52
"192","TB","claude_informed_accuracy","GLMNETLasso_accuracy",FALSE,-31.99302606017,95.2605097629054,9.40284226737102e-53,1.12834107208452e-51,3.38502321625357e-51
"193","TB","claude_informed_accuracy","GLMNETRidge_accuracy",FALSE,-33.3539094080108,89.5731040436991,2.71121895297248e-52,2.44009705767523e-51,9.76038823070091e-51
"194","TB","claude_informed_accuracy","NNET_accuracy",FALSE,-27.9194218358318,97.9952311429238,1.91805587474329e-48,1.38100022981517e-47,6.90500114907583e-47
"195","TB","claude_informed_accuracy","RF_accuracy",FALSE,-33.0062488588312,93.6383974247919,2.28511141973021e-53,4.11320055551438e-52,8.22640111102875e-52
"196","TB","claude_naive_accuracy","EXTRATREES_accuracy",FALSE,-25.0819753054234,72.6804806225211,1.60478344580889e-37,7.22152550614002e-37,5.77722040491201e-36
"197","TB","claude_naive_accuracy","GLMNETLasso_accuracy",FALSE,-23.780026140967,78.9925537302606,9.41099216551237e-38,4.83993882797779e-37,3.38795717958446e-36
"198","TB","claude_naive_accuracy","GLMNETRidge_accuracy",FALSE,-24.2300947076228,72.4970362798812,1.71429739249618e-36,6.85718956998472e-36,6.17147061298625e-35
"199","TB","claude_naive_accuracy","NNET_accuracy",FALSE,-21.3211280159168,87.6335834740819,1.92914341097538e-36,6.94491627951135e-36,6.94491627951135e-35
"200","TB","claude_naive_accuracy","RF_accuracy",FALSE,-24.3631755106795,76.7527745842435,7.31724979757381e-38,4.39034987854428e-37,2.63420992712657e-36
"201","TB","claude_naive_accuracy","claude_informed_accuracy",FALSE,1.21726608513851,87.3011393576191,0.226783227969657,0.272139873563588,1
"202","TB","gpt_informed_accuracy","EXTRATREES_accuracy",FALSE,-4.66569753414064,65.4382986969812,1.56817688382707e-05,3.76362452118496e-05,0.000564543678177744
"203","TB","gpt_informed_accuracy","GLMNETLasso_accuracy",FALSE,-4.12709933599372,70.3350003225178,9.9472463243297e-05,0.000190006442062883,0.00358100867675869
"204","TB","gpt_informed_accuracy","GLMNETRidge_accuracy",FALSE,-3.92734861254162,65.3014015740523,0.000209621594962945,0.0003773188709333,0.00754637741866601
"205","TB","gpt_informed_accuracy","NNET_accuracy",FALSE,-2.8798960400901,77.9683717965924,0.00513376246325528,0.00803545429031261,0.18481544867719
"206","TB","gpt_informed_accuracy","RF_accuracy",FALSE,-4.41926903859578,68.5512369936347,3.61793523400145e-05,7.82688482698898e-05,0.00130245668424052
"207","TB","gpt_informed_accuracy","claude_informed_accuracy",FALSE,16.6864636185824,77.6432548032018,2.13305971864157e-27,5.90693460546896e-27,7.67901498710964e-26
"208","TB","gpt_informed_accuracy","claude_naive_accuracy",FALSE,13.9102142058669,94.3267038200522,1.40434860330051e-24,3.61118212277273e-24,5.05565497188182e-23
"209","TB","gpt_informed_accuracy","gpt_naive_accuracy",FALSE,-0.732814232727946,94.9328746864899,0.465477337449669,0.507793459036002,1
"210","TB","gpt_naive_accuracy","EXTRATREES_accuracy",FALSE,-4.39904048982807,71.9325859639887,3.69602894607813e-05,7.82688482698898e-05,0.00133057042058813
"211","TB","gpt_naive_accuracy","GLMNETLasso_accuracy",FALSE,-3.76656097425761,78.1324883809296,0.000319180796065502,0.000547167078969433,0.0114905086583581
"212","TB","gpt_naive_accuracy","GLMNETRidge_accuracy",FALSE,-3.54096636462943,71.753281946301,0.000704737371760973,0.00115320660833614,0.025370545383395
"213","TB","gpt_naive_accuracy","NNET_accuracy",FALSE,-2.33749047002014,86.7608577466242,0.0217156985799117,0.0312706059550728,0.78176514887682
"214","TB","gpt_naive_accuracy","RF_accuracy",FALSE,-4.10665350737006,75.9251031526955,0.00010028117775541,0.000190006442062883,0.00361012239919477
"215","TB","gpt_naive_accuracy","claude_informed_accuracy",FALSE,19.966273186332,86.4244455359753,3.98526119338369e-34,1.30426729965284e-33,1.43469402961813e-32
"216","TB","gpt_naive_accuracy","claude_naive_accuracy",FALSE,16.2005108006365,97.9674076323507,1.8235243889035e-29,5.4705731667105e-29,6.5646878000526e-28
