"","Seed","OffList","Filled","OffPct","Model","Condition","PromptLength","CondPrompt"
"259","seed_59_all",0,195,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"260","seed_60_all",8,222,3.6036036036036,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"261","seed_61_all",0,191,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"262","seed_62_all",0,189,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"263","seed_63_all",0,200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"264","seed_64_all",9,223,4.03587443946188,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"265","seed_65_all",10,200,5,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"266","seed_66_all",0,200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"267","seed_67_all",9,221,4.07239819004525,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"268","seed_68_all",3,194,1.54639175257732,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"269","seed_69_all",6,205,2.92682926829268,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"270","seed_70_all",0,179,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"271","seed_71_all",8,274,2.91970802919708,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"272","seed_72_all",4,191,2.09424083769634,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"273","seed_73_all",0,199,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"274","seed_74_all",0,193,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"275","seed_75_all",0,182,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"276","seed_76_all",12,223,5.38116591928251,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"277","seed_77_all",4,197,2.03045685279188,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"278","seed_78_all",14,251,5.57768924302789,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"279","seed_79_all",6,200,3,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"280","seed_80_all",0,161,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"281","seed_81_all",4,199,2.01005025125628,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"282","seed_82_all",0,192,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"283","seed_83_all",0,200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"284","seed_84_all",0,200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"285","seed_85_all",7,220,3.18181818181818,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"286","seed_86_all",0,200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"287","seed_87_all",8,241,3.3195020746888,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"288","seed_88_all",4,231,1.73160173160173,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"289","seed_89_all",4,200,2,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"290","seed_90_all",0,200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"291","seed_91_all",0,197,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"292","seed_92_all",0,195,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"293","seed_93_all",7,235,2.97872340425532,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"294","seed_94_all",0,200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"295","seed_95_all",8,224,3.57142857142857,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"296","seed_96_all",5,203,2.46305418719212,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"297","seed_97_all",0,200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"298","seed_98_all",9,209,4.30622009569378,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"299","seed_99_all",1,178,0.561797752808989,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"300","seed_100_all",0,200,0,"Gemini 2.5 Pro","KD/MIS-C","Long","KD/MIS-C · Long"
"301","seed_1_all",7,200,3.5,"ChatGPT o3","TB","Long","TB · Long"
"302","seed_2_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"303","seed_3_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"304","seed_4_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"305","seed_5_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"306","seed_6_all",8,200,4,"ChatGPT o3","TB","Long","TB · Long"
"307","seed_7_all",10,200,5,"ChatGPT o3","TB","Long","TB · Long"
"308","seed_8_all",6,200,3,"ChatGPT o3","TB","Long","TB · Long"
"309","seed_9_all",6,200,3,"ChatGPT o3","TB","Long","TB · Long"
"310","seed_10_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"311","seed_11_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"312","seed_12_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"313","seed_13_all",4,200,2,"ChatGPT o3","TB","Long","TB · Long"
"314","seed_14_all",3,200,1.5,"ChatGPT o3","TB","Long","TB · Long"
"315","seed_15_all",9,200,4.5,"ChatGPT o3","TB","Long","TB · Long"
"316","seed_16_all",4,200,2,"ChatGPT o3","TB","Long","TB · Long"
"317","seed_17_all",4,200,2,"ChatGPT o3","TB","Long","TB · Long"
"318","seed_18_all",6,201,2.98507462686567,"ChatGPT o3","TB","Long","TB · Long"
"319","seed_19_all",4,209,1.91387559808612,"ChatGPT o3","TB","Long","TB · Long"
"320","seed_20_all",6,200,3,"ChatGPT o3","TB","Long","TB · Long"
"321","seed_21_all",0,199,0,"ChatGPT o3","TB","Long","TB · Long"
"322","seed_22_all",4,200,2,"ChatGPT o3","TB","Long","TB · Long"
"323","seed_23_all",6,200,3,"ChatGPT o3","TB","Long","TB · Long"
"324","seed_24_all",0,235,0,"ChatGPT o3","TB","Long","TB · Long"
"325","seed_25_all",9,200,4.5,"ChatGPT o3","TB","Long","TB · Long"
"326","seed_26_all",5,200,2.5,"ChatGPT o3","TB","Long","TB · Long"
"327","seed_27_all",4,200,2,"ChatGPT o3","TB","Long","TB · Long"
"328","seed_28_all",7,200,3.5,"ChatGPT o3","TB","Long","TB · Long"
"329","seed_29_all",2,240,0.833333333333333,"ChatGPT o3","TB","Long","TB · Long"
"330","seed_30_all",7,200,3.5,"ChatGPT o3","TB","Long","TB · Long"
"331","seed_31_all",4,200,2,"ChatGPT o3","TB","Long","TB · Long"
"332","seed_32_all",4,204,1.96078431372549,"ChatGPT o3","TB","Long","TB · Long"
"333","seed_33_all",5,200,2.5,"ChatGPT o3","TB","Long","TB · Long"
"334","seed_34_all",7,200,3.5,"ChatGPT o3","TB","Long","TB · Long"
"335","seed_35_all",9,200,4.5,"ChatGPT o3","TB","Long","TB · Long"
"336","seed_36_all",6,205,2.92682926829268,"ChatGPT o3","TB","Long","TB · Long"
"337","seed_37_all",5,200,2.5,"ChatGPT o3","TB","Long","TB · Long"
"338","seed_38_all",4,200,2,"ChatGPT o3","TB","Long","TB · Long"
"339","seed_39_all",3,200,1.5,"ChatGPT o3","TB","Long","TB · Long"
"340","seed_40_all",7,200,3.5,"ChatGPT o3","TB","Long","TB · Long"
"341","seed_41_all",3,200,1.5,"ChatGPT o3","TB","Long","TB · Long"
"342","seed_42_all",2,199,1.00502512562814,"ChatGPT o3","TB","Long","TB · Long"
"343","seed_43_all",4,200,2,"ChatGPT o3","TB","Long","TB · Long"
"344","seed_44_all",7,198,3.53535353535354,"ChatGPT o3","TB","Long","TB · Long"
"345","seed_45_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"346","seed_46_all",6,211,2.8436018957346,"ChatGPT o3","TB","Long","TB · Long"
"347","seed_47_all",5,200,2.5,"ChatGPT o3","TB","Long","TB · Long"
"348","seed_48_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"349","seed_49_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"350","seed_50_all",10,200,5,"ChatGPT o3","TB","Long","TB · Long"
"351","seed_51_all",7,200,3.5,"ChatGPT o3","TB","Long","TB · Long"
"352","seed_52_all",4,200,2,"ChatGPT o3","TB","Long","TB · Long"
"353","seed_53_all",7,200,3.5,"ChatGPT o3","TB","Long","TB · Long"
"354","seed_54_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"355","seed_55_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"356","seed_56_all",3,200,1.5,"ChatGPT o3","TB","Long","TB · Long"
"357","seed_57_all",3,200,1.5,"ChatGPT o3","TB","Long","TB · Long"
"358","seed_58_all",0,205,0,"ChatGPT o3","TB","Long","TB · Long"
"359","seed_59_all",6,200,3,"ChatGPT o3","TB","Long","TB · Long"
"360","seed_60_all",12,233,5.15021459227468,"ChatGPT o3","TB","Long","TB · Long"
"361","seed_61_all",3,200,1.5,"ChatGPT o3","TB","Long","TB · Long"
"362","seed_62_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"363","seed_63_all",2,225,0.888888888888889,"ChatGPT o3","TB","Long","TB · Long"
"364","seed_64_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"365","seed_65_all",5,200,2.5,"ChatGPT o3","TB","Long","TB · Long"
"366","seed_66_all",0,198,0,"ChatGPT o3","TB","Long","TB · Long"
"367","seed_67_all",5,215,2.32558139534884,"ChatGPT o3","TB","Long","TB · Long"
"368","seed_68_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"369","seed_69_all",4,200,2,"ChatGPT o3","TB","Long","TB · Long"
"370","seed_70_all",3,200,1.5,"ChatGPT o3","TB","Long","TB · Long"
"371","seed_71_all",2,200,1,"ChatGPT o3","TB","Long","TB · Long"
"372","seed_72_all",6,219,2.73972602739726,"ChatGPT o3","TB","Long","TB · Long"
"373","seed_73_all",3,200,1.5,"ChatGPT o3","TB","Long","TB · Long"
"374","seed_74_all",8,200,4,"ChatGPT o3","TB","Long","TB · Long"
"375","seed_75_all",4,200,2,"ChatGPT o3","TB","Long","TB · Long"
"376","seed_76_all",5,200,2.5,"ChatGPT o3","TB","Long","TB · Long"
"377","seed_77_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"378","seed_78_all",1,201,0.497512437810945,"ChatGPT o3","TB","Long","TB · Long"
"379","seed_79_all",6,200,3,"ChatGPT o3","TB","Long","TB · Long"
"380","seed_80_all",6,200,3,"ChatGPT o3","TB","Long","TB · Long"
"381","seed_81_all",6,200,3,"ChatGPT o3","TB","Long","TB · Long"
"382","seed_82_all",7,200,3.5,"ChatGPT o3","TB","Long","TB · Long"
"383","seed_83_all",7,200,3.5,"ChatGPT o3","TB","Long","TB · Long"
"384","seed_84_all",5,200,2.5,"ChatGPT o3","TB","Long","TB · Long"
"385","seed_85_all",4,200,2,"ChatGPT o3","TB","Long","TB · Long"
"386","seed_86_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"387","seed_87_all",5,200,2.5,"ChatGPT o3","TB","Long","TB · Long"
"388","seed_88_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"389","seed_89_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"390","seed_90_all",0,200,0,"ChatGPT o3","TB","Long","TB · Long"
"391","seed_91_all",5,200,2.5,"ChatGPT o3","TB","Long","TB · Long"
"392","seed_92_all",6,201,2.98507462686567,"ChatGPT o3","TB","Long","TB · Long"
"393","seed_93_all",6,200,3,"ChatGPT o3","TB","Long","TB · Long"
"394","seed_94_all",5,200,2.5,"ChatGPT o3","TB","Long","TB · Long"
"395","seed_95_all",6,200,3,"ChatGPT o3","TB","Long","TB · Long"
"396","seed_96_all",6,200,3,"ChatGPT o3","TB","Long","TB · Long"
"397","seed_97_all",5,200,2.5,"ChatGPT o3","TB","Long","TB · Long"
"398","seed_98_all",4,200,2,"ChatGPT o3","TB","Long","TB · Long"
"399","seed_99_all",3,203,1.47783251231527,"ChatGPT o3","TB","Long","TB · Long"
"400","seed_100_all",0,205,0,"ChatGPT o3","TB","Long","TB · Long"
"401","seed_1_all",6,210,2.85714285714286,"Claude Opus4","TB","Long","TB · Long"
"402","seed_2_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"403","seed_3_all",6,204,2.94117647058824,"Claude Opus4","TB","Long","TB · Long"
"404","seed_4_all",11,200,5.5,"Claude Opus4","TB","Long","TB · Long"
"405","seed_5_all",6,210,2.85714285714286,"Claude Opus4","TB","Long","TB · Long"
"406","seed_6_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"407","seed_7_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"408","seed_8_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"409","seed_9_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"410","seed_10_all",3,207,1.44927536231884,"Claude Opus4","TB","Long","TB · Long"
"411","seed_11_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"412","seed_12_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"413","seed_13_all",10,196,5.10204081632653,"Claude Opus4","TB","Long","TB · Long"
"414","seed_14_all",1,210,0.476190476190476,"Claude Opus4","TB","Long","TB · Long"
"415","seed_15_all",6,202,2.97029702970297,"Claude Opus4","TB","Long","TB · Long"
"416","seed_16_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"417","seed_17_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"418","seed_18_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"419","seed_19_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"420","seed_20_all",9,199,4.52261306532663,"Claude Opus4","TB","Long","TB · Long"
"421","seed_21_all",11,185,5.94594594594595,"Claude Opus4","TB","Long","TB · Long"
"422","seed_22_all",15,227,6.6079295154185,"Claude Opus4","TB","Long","TB · Long"
"423","seed_23_all",13,199,6.53266331658291,"Claude Opus4","TB","Long","TB · Long"
"424","seed_24_all",25,204,12.2549019607843,"Claude Opus4","TB","Long","TB · Long"
"425","seed_25_all",7,200,3.5,"Claude Opus4","TB","Long","TB · Long"
"426","seed_26_all",23,206,11.1650485436893,"Claude Opus4","TB","Long","TB · Long"
"427","seed_27_all",21,211,9.95260663507109,"Claude Opus4","TB","Long","TB · Long"
"428","seed_28_all",15,203,7.38916256157635,"Claude Opus4","TB","Long","TB · Long"
"429","seed_29_all",8,201,3.98009950248756,"Claude Opus4","TB","Long","TB · Long"
"430","seed_30_all",9,200,4.5,"Claude Opus4","TB","Long","TB · Long"
"431","seed_31_all",10,218,4.58715596330275,"Claude Opus4","TB","Long","TB · Long"
"432","seed_32_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"433","seed_33_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"434","seed_34_all",16,200,8,"Claude Opus4","TB","Long","TB · Long"
"435","seed_35_all",17,197,8.62944162436548,"Claude Opus4","TB","Long","TB · Long"
"436","seed_36_all",16,198,8.08080808080808,"Claude Opus4","TB","Long","TB · Long"
"437","seed_37_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"438","seed_38_all",8,203,3.94088669950739,"Claude Opus4","TB","Long","TB · Long"
"439","seed_39_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"440","seed_40_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"441","seed_41_all",1,200,0.5,"Claude Opus4","TB","Long","TB · Long"
"442","seed_42_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"443","seed_43_all",0,191,0,"Claude Opus4","TB","Long","TB · Long"
"444","seed_44_all",3,199,1.50753768844221,"Claude Opus4","TB","Long","TB · Long"
"445","seed_45_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"446","seed_46_all",35,210,16.6666666666667,"Claude Opus4","TB","Long","TB · Long"
"447","seed_47_all",14,202,6.93069306930693,"Claude Opus4","TB","Long","TB · Long"
"448","seed_48_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"449","seed_49_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"450","seed_50_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"451","seed_51_all",11,206,5.33980582524272,"Claude Opus4","TB","Long","TB · Long"
"452","seed_52_all",10,225,4.44444444444444,"Claude Opus4","TB","Long","TB · Long"
"453","seed_53_all",17,220,7.72727272727273,"Claude Opus4","TB","Long","TB · Long"
"454","seed_54_all",19,200,9.5,"Claude Opus4","TB","Long","TB · Long"
"455","seed_55_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"456","seed_56_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"457","seed_57_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"458","seed_58_all",12,207,5.79710144927536,"Claude Opus4","TB","Long","TB · Long"
"459","seed_59_all",9,207,4.34782608695652,"Claude Opus4","TB","Long","TB · Long"
"460","seed_60_all",14,205,6.82926829268293,"Claude Opus4","TB","Long","TB · Long"
"461","seed_61_all",6,204,2.94117647058824,"Claude Opus4","TB","Long","TB · Long"
"462","seed_62_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"463","seed_63_all",13,200,6.5,"Claude Opus4","TB","Long","TB · Long"
"464","seed_64_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"465","seed_65_all",13,200,6.5,"Claude Opus4","TB","Long","TB · Long"
"466","seed_66_all",10,199,5.0251256281407,"Claude Opus4","TB","Long","TB · Long"
"467","seed_67_all",12,206,5.8252427184466,"Claude Opus4","TB","Long","TB · Long"
"468","seed_68_all",1,200,0.5,"Claude Opus4","TB","Long","TB · Long"
"469","seed_69_all",8,202,3.96039603960396,"Claude Opus4","TB","Long","TB · Long"
"470","seed_70_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"471","seed_71_all",9,208,4.32692307692308,"Claude Opus4","TB","Long","TB · Long"
"472","seed_72_all",15,200,7.5,"Claude Opus4","TB","Long","TB · Long"
"473","seed_73_all",8,197,4.06091370558376,"Claude Opus4","TB","Long","TB · Long"
"474","seed_74_all",10,202,4.95049504950495,"Claude Opus4","TB","Long","TB · Long"
"475","seed_75_all",7,200,3.5,"Claude Opus4","TB","Long","TB · Long"
"476","seed_76_all",10,210,4.76190476190476,"Claude Opus4","TB","Long","TB · Long"
"477","seed_77_all",17,215,7.90697674418605,"Claude Opus4","TB","Long","TB · Long"
"478","seed_78_all",18,238,7.56302521008403,"Claude Opus4","TB","Long","TB · Long"
"479","seed_79_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"480","seed_80_all",11,198,5.55555555555556,"Claude Opus4","TB","Long","TB · Long"
"481","seed_81_all",13,201,6.46766169154229,"Claude Opus4","TB","Long","TB · Long"
"482","seed_82_all",8,195,4.1025641025641,"Claude Opus4","TB","Long","TB · Long"
"483","seed_83_all",6,200,3,"Claude Opus4","TB","Long","TB · Long"
"484","seed_84_all",12,206,5.8252427184466,"Claude Opus4","TB","Long","TB · Long"
"485","seed_85_all",6,200,3,"Claude Opus4","TB","Long","TB · Long"
"486","seed_86_all",8,243,3.29218106995885,"Claude Opus4","TB","Long","TB · Long"
"487","seed_87_all",11,214,5.14018691588785,"Claude Opus4","TB","Long","TB · Long"
"488","seed_88_all",9,203,4.43349753694581,"Claude Opus4","TB","Long","TB · Long"
"489","seed_89_all",7,193,3.62694300518135,"Claude Opus4","TB","Long","TB · Long"
"490","seed_90_all",17,203,8.3743842364532,"Claude Opus4","TB","Long","TB · Long"
"491","seed_91_all",10,220,4.54545454545455,"Claude Opus4","TB","Long","TB · Long"
"492","seed_92_all",17,225,7.55555555555556,"Claude Opus4","TB","Long","TB · Long"
"493","seed_93_all",17,202,8.41584158415842,"Claude Opus4","TB","Long","TB · Long"
"494","seed_94_all",12,200,6,"Claude Opus4","TB","Long","TB · Long"
"495","seed_95_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"496","seed_96_all",11,198,5.55555555555556,"Claude Opus4","TB","Long","TB · Long"
"497","seed_97_all",15,200,7.5,"Claude Opus4","TB","Long","TB · Long"
"498","seed_98_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"499","seed_99_all",0,200,0,"Claude Opus4","TB","Long","TB · Long"
"500","seed_100_all",20,205,9.75609756097561,"Claude Opus4","TB","Long","TB · Long"
"501","seed_1_all",7,205,3.41463414634146,"Gemini 2.5 Pro","TB","Long","TB · Long"
"502","seed_2_all",21,436,4.81651376146789,"Gemini 2.5 Pro","TB","Long","TB · Long"
"503","seed_3_all",7,191,3.66492146596859,"Gemini 2.5 Pro","TB","Long","TB · Long"
"504","seed_4_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"505","seed_5_all",4,205,1.95121951219512,"Gemini 2.5 Pro","TB","Long","TB · Long"
"506","seed_6_all",2,206,0.970873786407767,"Gemini 2.5 Pro","TB","Long","TB · Long"
"507","seed_7_all",7,199,3.51758793969849,"Gemini 2.5 Pro","TB","Long","TB · Long"
"508","seed_8_all",7,200,3.5,"Gemini 2.5 Pro","TB","Long","TB · Long"
"509","seed_9_all",5,222,2.25225225225225,"Gemini 2.5 Pro","TB","Long","TB · Long"
"510","seed_10_all",0,208,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"511","seed_11_all",4,194,2.06185567010309,"Gemini 2.5 Pro","TB","Long","TB · Long"
"512","seed_12_all",0,189,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"513","seed_13_all",3,232,1.29310344827586,"Gemini 2.5 Pro","TB","Long","TB · Long"
"514","seed_14_all",5,213,2.34741784037559,"Gemini 2.5 Pro","TB","Long","TB · Long"
"515","seed_15_all",8,216,3.7037037037037,"Gemini 2.5 Pro","TB","Long","TB · Long"
"516","seed_16_all",0,192,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"517","seed_17_all",3,216,1.38888888888889,"Gemini 2.5 Pro","TB","Long","TB · Long"
"518","seed_18_all",6,214,2.80373831775701,"Gemini 2.5 Pro","TB","Long","TB · Long"
"519","seed_19_all",10,255,3.92156862745098,"Gemini 2.5 Pro","TB","Long","TB · Long"
"520","seed_20_all",7,218,3.21100917431193,"Gemini 2.5 Pro","TB","Long","TB · Long"
"521","seed_21_all",4,215,1.86046511627907,"Gemini 2.5 Pro","TB","Long","TB · Long"
"522","seed_22_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"523","seed_23_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"524","seed_24_all",0,124,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"525","seed_25_all",6,223,2.69058295964126,"Gemini 2.5 Pro","TB","Long","TB · Long"
"526","seed_26_all",3,200,1.5,"Gemini 2.5 Pro","TB","Long","TB · Long"
"527","seed_27_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"528","seed_28_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"529","seed_29_all",0,108,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"530","seed_30_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"531","seed_31_all",8,217,3.68663594470046,"Gemini 2.5 Pro","TB","Long","TB · Long"
"532","seed_32_all",0,198,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"533","seed_33_all",4,207,1.93236714975845,"Gemini 2.5 Pro","TB","Long","TB · Long"
"534","seed_34_all",12,205,5.85365853658537,"Gemini 2.5 Pro","TB","Long","TB · Long"
"535","seed_35_all",7,244,2.86885245901639,"Gemini 2.5 Pro","TB","Long","TB · Long"
"536","seed_36_all",7,204,3.43137254901961,"Gemini 2.5 Pro","TB","Long","TB · Long"
"537","seed_37_all",6,200,3,"Gemini 2.5 Pro","TB","Long","TB · Long"
"538","seed_38_all",5,208,2.40384615384615,"Gemini 2.5 Pro","TB","Long","TB · Long"
"539","seed_39_all",4,197,2.03045685279188,"Gemini 2.5 Pro","TB","Long","TB · Long"
"540","seed_40_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"541","seed_41_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"542","seed_42_all",0,197,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"543","seed_43_all",5,230,2.17391304347826,"Gemini 2.5 Pro","TB","Long","TB · Long"
"544","seed_44_all",6,228,2.63157894736842,"Gemini 2.5 Pro","TB","Long","TB · Long"
"545","seed_45_all",0,197,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"546","seed_46_all",5,209,2.39234449760766,"Gemini 2.5 Pro","TB","Long","TB · Long"
"547","seed_47_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"548","seed_48_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"549","seed_49_all",11,227,4.84581497797357,"Gemini 2.5 Pro","TB","Long","TB · Long"
"550","seed_50_all",7,222,3.15315315315315,"Gemini 2.5 Pro","TB","Long","TB · Long"
"551","seed_51_all",8,229,3.49344978165939,"Gemini 2.5 Pro","TB","Long","TB · Long"
"552","seed_52_all",8,209,3.82775119617225,"Gemini 2.5 Pro","TB","Long","TB · Long"
"553","seed_53_all",5,214,2.33644859813084,"Gemini 2.5 Pro","TB","Long","TB · Long"
"554","seed_54_all",7,224,3.125,"Gemini 2.5 Pro","TB","Long","TB · Long"
"555","seed_55_all",8,197,4.06091370558376,"Gemini 2.5 Pro","TB","Long","TB · Long"
"556","seed_56_all",6,244,2.45901639344262,"Gemini 2.5 Pro","TB","Long","TB · Long"
"557","seed_57_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"558","seed_58_all",11,231,4.76190476190476,"Gemini 2.5 Pro","TB","Long","TB · Long"
"559","seed_59_all",8,213,3.75586854460094,"Gemini 2.5 Pro","TB","Long","TB · Long"
"560","seed_60_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"561","seed_61_all",11,231,4.76190476190476,"Gemini 2.5 Pro","TB","Long","TB · Long"
"562","seed_62_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"563","seed_63_all",10,226,4.42477876106195,"Gemini 2.5 Pro","TB","Long","TB · Long"
"564","seed_64_all",0,199,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"565","seed_65_all",0,196,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"566","seed_66_all",5,207,2.41545893719807,"Gemini 2.5 Pro","TB","Long","TB · Long"
"567","seed_67_all",0,204,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"568","seed_68_all",8,243,3.29218106995885,"Gemini 2.5 Pro","TB","Long","TB · Long"
"569","seed_69_all",7,219,3.19634703196347,"Gemini 2.5 Pro","TB","Long","TB · Long"
"570","seed_70_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"571","seed_71_all",10,207,4.83091787439614,"Gemini 2.5 Pro","TB","Long","TB · Long"
